"NATMON_IND","Indicator","LOCATION","country","TIME","Time","completed_education","Flag Codes","Flags"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40630","Latin America and the Caribbean","2019","2019",84.80158,"‡","UIS Estimation"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","CHE","Switzerland","2019","2019",99.46032,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","CUB","Cuba","2019","2019",96.80572,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","SGP","Singapore","2019","2019",99.31423,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MLT","Malta","2019","2019",99.27756,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","TON","Tonga","2019","2019",91.20941,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","SVK","Slovakia","2019","2019",99.05316,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","ITA","Italy","2019","2019",99.86678,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","BEN","Benin","2019","2019",39.88419,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","ARM","Armenia","2019","2019",,"a","Category not applicable"
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","UZB","Uzbekistan","2019","2019",99.70926,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","ARM","Armenia","2019","2019",99.33251,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","BLR","Belarus","2019","2019",98.25681,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40642","Europe and Northern America","2019","2019",95.75691,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","RUS","Russian Federation","2019","2019",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","BEL","Belgium","2019","2019",96.06029,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","CHN","China","2019","2019",99.91682,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SEN","Senegal","2019","2019",81.73457,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","EGY","Egypt","2019","2019",99.96925,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","HRV","Croatia","2019","2019",98.46626,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","SRB","Serbia","2019","2019",,"a","Category not applicable"
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SWE","Sweden","2019","2019",99.57877,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ECU","Ecuador","2019","2019",95.90355,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","KGZ","Kyrgyzstan","2019","2019",96.8095,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40603","Northern Africa","2019","2019",94.14833,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","ESP","Spain","2019","2019",99.77982,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","VUT","Vanuatu","2019","2019",82.54288,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","GEO","Georgia","2019","2019",98.28351,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","MAC","China, Macao Special Administrative Region","2019","2019",99.8761,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MYS","Malaysia","2019","2019",98.06978,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","ZAF","South Africa","2019","2019",97.06285,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","NOR","Norway","2019","2019",99.29126,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","KHM","Cambodia","2019","2019",87.7661,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SVK","Slovakia","2019","2019",99.33879,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","BIH","Bosnia and Herzegovina","2019","2019",93.59387,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MEX","Mexico","2019","2019",96.81757,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MNE","Montenegro","2019","2019",99.83548,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40613","South-Eastern Asia","2019","2019",95.95392,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","BGR","Bulgaria","2019","2019",95.62374,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","URY","Uruguay","2019","2019",99.40048,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","ARG","Argentina","2019","2019",96.03625,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40330","Landlocked Developing Countries","2019","2019",61.02845,"‡","UIS Estimation"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BLZ","Belize","2019","2019",88.31671,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","KOR","Republic of Korea","2019","2019",99.20314,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40041","High income countries","2019","2019",95.77224,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","SVN","Slovenia","2019","2019",99.5631,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","BOL","Bolivia (Plurinational State of)","2019","2019",97.74764,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40611","Eastern Asia","2019","2019",97.02129,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","QAT","Qatar","2019","2019",96.53052,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","MAR","Morocco","2019","2019",96.83242,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","BDI","Burundi","2019","2019",59.89688,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","LKA","Sri Lanka","2019","2019",99.58948,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40505","Central Asia","2019","2019",97.74917,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","SLV","El Salvador","2019","2019",86.55147,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","JAM","Jamaica","2019","2019",72.10553,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","CPV","Cabo Verde","2019","2019",88.78524,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","UZB","Uzbekistan","2019","2019",99.64403,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","LAO","Lao People's Democratic Republic","2019","2019",79.81871,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ZWE","Zimbabwe","2019","2019",90.83802,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","ABW","Aruba","2019","2019",92.43193,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","CZE","Czechia","2019","2019",99.58722,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","BLZ","Belize","2019","2019",96.03471,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40535","South and West Asia","2019","2019",87.46711,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","AUT","Austria","2019","2019",,"a","Category not applicable"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","CIV","Côte d'Ivoire","2019","2019",77.56916,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","CHL","Chile","2019","2019",99.33086,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SGP","Singapore","2019","2019",99.72178,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40620","Europe","2019","2019",98.58963,"‡","UIS Estimation"
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MOZ","Mozambique","2019","2019",66.11359,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","GRC","Greece","2019","2019",99.56097,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","PSE","Palestine","2019","2019",99.33203,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","IND","India","2019","2019",98.49292,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","JOR","Jordan","2019","2019",92.46555,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","COL","Colombia","2019","2019",97.51674,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BRN","Brunei Darussalam","2019","2019",97.64894,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","FJI","Fiji","2019","2019",74.38197,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MHL","Marshall Islands","2019","2019",80.95841,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","CYP","Cyprus","2019","2019",99.14096,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","TON","Tonga","2019","2019",91.49563,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ESP","Spain","2019","2019",99.7866,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ARM","Armenia","2019","2019",,"a","Category not applicable"
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","LBN","Lebanon","2019","2019",91.68759,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","MLT","Malta","2019","2019",99.04689,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","SUR","Suriname","2019","2019",88.10289,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","KAZ","Kazakhstan","2019","2019",94.23782,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","CUB","Cuba","2019","2019",96.25272,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","BGR","Bulgaria","2019","2019",95.83481,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","BEL","Belgium","2019","2019",98.29013,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","ALB","Albania","2019","2019",90.06431,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ROU","Romania","2019","2019",94.84612,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","UKR","Ukraine","2019","2019",98.6842,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","GEO","Georgia","2019","2019",99.38728,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","GRC","Greece","2019","2019",99.77426,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","ZAF","South Africa","2019","2019",95.57307,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","GMB","Gambia","2019","2019",84.70794,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","URY","Uruguay","2019","2019",99.18121,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","MEX","Mexico","2019","2019",98.20238,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","LVA","Latvia","2019","2019",97.39977,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","LCA","Saint Lucia","2019","2019",93.57332,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","SVK","Slovakia","2019","2019",99.05316,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","SLE","Sierra Leone","2019","2019",49.07157,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","KOR","Republic of Korea","2019","2019",99.38477,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MAR","Morocco","2019","2019",96.21674,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","JAM","Jamaica","2019","2019",88.5786,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","AZE","Azerbaijan","2019","2019",,"a","Category not applicable"
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SEN","Senegal","2019","2019",73.47862,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MKD","North Macedonia","2019","2019",96.86559,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","TZA","United Republic of Tanzania","2019","2019",81.85491,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","SVN","Slovenia","2019","2019",99.83115,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","QAT","Qatar","2019","2019",94.58343,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","MYS","Malaysia","2019","2019",95.30079,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","MDA","Republic of Moldova","2019","2019",89.7465,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","BLZ","Belize","2019","2019",93.0183,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","BEN","Benin","2019","2019",60.90782,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40612","Central Asia","2019","2019",99.27599,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","UZB","Uzbekistan","2019","2019",,"a","Category not applicable"
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","AND","Andorra","2019","2019",98.2638,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","SMR","San Marino","2019","2019",97.91733,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","HUN","Hungary","2019","2019",98.99878,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SLV","El Salvador","2019","2019",87.98327,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","CPV","Cabo Verde","2019","2019",94.73638,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","PAN","Panama","2019","2019",95.82525,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","PRT","Portugal","2019","2019",99.95072,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","JOR","Jordan","2019","2019",96.48339,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40535","South and West Asia","2019","2019",89.27316,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","TUV","Tuvalu","2019","2019",87.58744,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","GTM","Guatemala","2019","2019",84.5831,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","ZWE","Zimbabwe","2019","2019",92.93462,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ISR","Israel","2019","2019",100,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40044","Low income countries","2019","2019",56.95168,"‡","UIS Estimation"
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","LTU","Lithuania","2019","2019",,"a","Category not applicable"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","SGP","Singapore","2019","2019",99.89027,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","MOZ","Mozambique","2019","2019",55.97009,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","ISL","Iceland","2019","2019",98.17033,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","BRN","Brunei Darussalam","2019","2019",98.85895,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","PSE","Palestine","2019","2019",,"a","Category not applicable"
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","CYP","Cyprus","2019","2019",97.92116,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","FJI","Fiji","2019","2019",84.97325,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","TON","Tonga","2019","2019",91.26553,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","CHL","Chile","2019","2019",100,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MHL","Marshall Islands","2019","2019",84.21636,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ECU","Ecuador","2019","2019",97.68882,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","BGR","Bulgaria","2019","2019",,"a","Category not applicable"
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","SUR","Suriname","2019","2019",95.24491,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","MLT","Malta","2019","2019",99.21977,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","KAZ","Kazakhstan","2019","2019",,"a","Category not applicable"
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","MEX","Mexico","2019","2019",97.61866,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","DJI","Djibouti","2019","2019",88.47261,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","ROU","Romania","2019","2019",96.16374,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","SRB","Serbia","2019","2019",97.23835,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","TUR","Türkiye","2019","2019",99.85513,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40675","World","2019","2019",82.92904,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","MUS","Mauritius","2019","2019",96.10808,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","UKR","Ukraine","2019","2019",98.1372,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","ITA","Italy","2019","2019",99.96942,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","IND","India","2019","2019",99.40984,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","GEO","Georgia","2019","2019",98.7547,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","CUB","Cuba","2019","2019",96.44607,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40550","Small Island Developing States","2019","2019",57.94398,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","KOR","Republic of Korea","2019","2019",99.26933,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40030","Middle income countries","2019","2019",88.68094,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","BFA","Burkina Faso","2019","2019",75.63811,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40334","Least Developed Countries","2019","2019",59.77519,"‡","UIS Estimation"
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","ARG","Argentina","2019","2019",93.37201,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","EST","Estonia","2019","2019",99.90705,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","CZE","Czechia","2019","2019",99.57872,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","JAM","Jamaica","2019","2019",49.75346,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","NOR","Norway","2019","2019",99.69577,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","KHM","Cambodia","2019","2019",75.25772,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","OMN","Oman","2019","2019",99.11494,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","DNK","Denmark","2019","2019",99.87463,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","GMB","Gambia","2019","2019",84.3343,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","CYP","Cyprus","2019","2019",95.41274,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","MKD","North Macedonia","2019","2019",93.4108,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","CZE","Czechia","2019","2019",99.57053,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40520","Latin America and the Caribbean","2019","2019",84.80155,"‡","UIS Estimation"
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","CIV","Côte d'Ivoire","2019","2019",80.50998,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","PHL","Philippines","2019","2019",99.07939,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","40042","Lower middle income countries","2019","2019",83.1291,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","HND","Honduras","2019","2019",86.17429,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","LKA","Sri Lanka","2019","2019",98.71217,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","HUN","Hungary","2019","2019",98.84346,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","MDA","Republic of Moldova","2019","2019",93.20878,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","JOR","Jordan","2019","2019",96.23021,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40525","Arab States","2019","2019",83.50697,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","BRN","Brunei Darussalam","2019","2019",99.17221,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","HKG","China, Hong Kong Special Administrative Region","2019","2019",98.78743,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","WSM","Samoa","2019","2019",88.57825,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","ISR","Israel","2019","2019",98.24542,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","BEN","Benin","2019","2019",59.80569,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40612","Central Asia","2019","2019",98.7011,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","SYC","Seychelles","2019","2019",95.51427,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","VUT","Vanuatu","2019","2019",91.72813,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","LBN","Lebanon","2019","2019",91.08696,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","MAR","Morocco","2019","2019",96.01905,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","FIN","Finland","2019","2019",99.70811,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","BDI","Burundi","2019","2019",53.71204,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","CHE","Switzerland","2019","2019",99.85782,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","LAO","Lao People's Democratic Republic","2019","2019",84.4896,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","DOM","Dominican Republic","2019","2019",94.23609,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40043","Upper middle income countries","2019","2019",94.26252,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","40603","Northern Africa","2019","2019",94.14607,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","AUT","Austria","2019","2019",99.45825,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","MUS","Mauritius","2019","2019",99.55205,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","SLE","Sierra Leone","2019","2019",40.38275,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","GTM","Guatemala","2019","2019",85.88335,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","ROU","Romania","2019","2019",95.12516,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","ALB","Albania","2019","2019",89.43762,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","EGY","Egypt","2019","2019",99.49907,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","HRV","Croatia","2019","2019",98.30068,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","SEN","Senegal","2019","2019",84.55354,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","SWE","Sweden","2019","2019",100,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","SRB","Serbia","2019","2019",97.53424,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","ITA","Italy","2019","2019",99.86678,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","WSM","Samoa","2019","2019",92.30062,,
"SR_1_GLAST_M_CP","Survival rate to the last grade of primary education, male (%)","MLT","Malta","2019","2019",98.77588,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","CUB","Cuba","2019","2019",96.47559,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","EST","Estonia","2019","2019",99.99284,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","KWT","Kuwait","2019","2019",91.30077,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","ZAF","South Africa","2019","2019",97.71449,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","MYS","Malaysia","2019","2019",99.23576,,
"SR_1_G4_CP","Survival rate to Grade 4 of primary education, both sexes (%)","ARG","Argentina","2019","2019",97.217,,
"SR_1_G4_F_CP","Survival rate to Grade 4 of primary education, female (%)","BIH","Bosnia and Herzegovina","2019","2019",95.77548,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","BFA","Burkina Faso","2019","2019",63.21607,,
"SR_1_GLAST_CP","Survival rate to the last grade of primary education, both sexes (%)","ECU","Ecuador","2019","2019",96.50516,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","LCA","Saint Lucia","2019","2019",96.02017,,
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","NOR","Norway","2019","2019",99.01639,,
"SR_1_G5_CP","Survival rate to Grade 5 of primary education, both sexes (%)","UKR","Ukraine","2019","2019",,"a","Category not applicable"
"SR_1_G4_M_CP","Survival rate to Grade 4 of primary education, male (%)","BLR","Belarus","2019","2019",98.00456,,
"SR_1_G5_M_CP","Survival rate to Grade 5 of primary education, male (%)","LVA","Latvia","2019","2019",97.31246,,
"SR_1_GLAST_F_CP","Survival rate to the last grade of primary education, female (%)","40617","Northern Africa and Western Asia","2019","2019",86.04034,,
"SR_1_G5_F_CP","Survival rate to Grade 5 of primary education, female (%)","BOL","Bolivia (Plurinational State of)","2019","2019",97.78526,,
